1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
133.0,133.3,133.2,129.6,123.4,126.6,112.2,107.6,102.0,102.1,100.9,98.2,96.6,95.8,92.9,91.6,92.4,92.7
